resource_type_name;raw_arn;originating_service;arn;partition;service;region;account;resource_path;condition_keys
devicepool;arn:${Partition}:devicefarm:${Region}:${Account}:devicepool:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
device;arn:${Partition}:devicefarm:${Region}::device:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};;${ResourceId};aws:ResourceTag/${TagKey}
instanceprofile;arn:${Partition}:devicefarm:${Region}:${Account}:instanceprofile:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
vpceconfiguration;arn:${Partition}:devicefarm:${Region}:${Account}:vpceconfiguration:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
testgrid-project;arn:${Partition}:devicefarm:${Region}:${Account}:testgrid-project:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
testgrid-session;arn:${Partition}:devicefarm:${Region}:${Account}:testgrid-session:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
dxcon;arn:${Partition}:directconnect:${Region}:${Account}:dxcon/${ConnectionId};directconnect;arn;${Partition};directconnect;${Region};${Account};${ConnectionId};aws:ResourceTag/${TagKey}
dxlag;arn:${Partition}:directconnect:${Region}:${Account}:dxlag/${LagId};directconnect;arn;${Partition};directconnect;${Region};${Account};${LagId};aws:ResourceTag/${TagKey}
dxvif;arn:${Partition}:directconnect:${Region}:${Account}:dxvif/${VirtualInterfaceId};directconnect;arn;${Partition};directconnect;${Region};${Account};${VirtualInterfaceId};aws:ResourceTag/${TagKey}
dx-gateway;arn:${Partition}:directconnect::${Account}:dx-gateway/${DirectConnectGatewayId};directconnect;arn;${Partition};directconnect;;${Account};${DirectConnectGatewayId};
policy;arn:${Partition}:dlm:${Region}:${Account}:policy/${ResourceName};dlm;arn;${Partition};dlm;${Region};${Account};${ResourceName};aws:ResourceTag/${TagKey}
ReplicationInstance;arn:${Partition}:dms:${Region}:${Account}:rep:*;dms;arn;${Partition};dms;${Region};${Account};*;aws:ResourceTag/${TagKey},dms:rep-tag/${TagKey}
ReplicationTask;arn:${Partition}:dms:${Region}:${Account}:task:*;dms;arn;${Partition};dms;${Region};${Account};*;aws:ResourceTag/${TagKey},dms:task-tag/${TagKey}
Endpoint;arn:${Partition}:dms:${Region}:${Account}:endpoint:*;dms;arn;${Partition};dms;${Region};${Account};*;aws:ResourceTag/${TagKey},dms:endpoint-tag/${TagKey}
Certificate;arn:${Partition}:dms:${Region}:${Account}:cert:*;dms;arn;${Partition};dms;${Region};${Account};*;aws:ResourceTag/${TagKey},dms:cert-tag/${TagKey}
EventSubscription;arn:${Partition}:dms:${Region}:${Account}:es:*;dms;arn;${Partition};dms;${Region};${Account};*;aws:ResourceTag/${TagKey},dms:es-tag/${TagKey}
ReplicationSubnetGroup;arn:${Partition}:dms:${Region}:${Account}:subgrp:*;dms;arn;${Partition};dms;${Region};${Account};*;aws:ResourceTag/${TagKey},dms:subgrp-tag/${TagKey}
directory;arn:${Partition}:ds:${Region}:${Account}:directory/${DirectoryId};ds;arn;${Partition};ds;${Region};${Account};${DirectoryId};aws:ResourceTag/${TagKey}
index;arn:${Partition}:dynamodb:${Region}:${Account}:table/${TableName}/index/${IndexName};dynamodb;arn;${Partition};dynamodb;${Region};${Account};${TableName}/index/${IndexName};
stream;arn:${Partition}:dynamodb:${Region}:${Account}:table/${TableName}/stream/${StreamLabel};dynamodb;arn;${Partition};dynamodb;${Region};${Account};${TableName}/stream/${StreamLabel};
table;arn:${Partition}:dynamodb:${Region}:${Account}:table/${TableName};dynamodb;arn;${Partition};dynamodb;${Region};${Account};${TableName};
backup;arn:${Partition}:dynamodb:${Region}:${Account}:table/${TableName}/backup/${BackupName};dynamodb;arn;${Partition};dynamodb;${Region};${Account};${TableName}/backup/${BackupName};
global-table;arn:${Partition}:dynamodb::${Account}:global-table/${GlobalTableName};dynamodb;arn;${Partition};dynamodb;;${Account};${GlobalTableName};
snapshot;arn:${Partition}:ec2:${Region}::snapshot/${SnapshotId};ebs;arn;${Partition};ec2;${Region};;${SnapshotId};aws:ResourceTag/${TagKey}
capacity-reservation;arn:${Partition}:ec2:${Region}:${Account}:capacity-reservation/${CapacityReservationId};ec2;arn;${Partition};ec2;${Region};${Account};${CapacityReservationId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
client-vpn-endpoint;arn:${Partition}:ec2:${Region}:${Account}:client-vpn-endpoint/${ClientVpnEndpointId};ec2;arn;${Partition};ec2;${Region};${Account};${ClientVpnEndpointId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
customer-gateway;arn:${Partition}:ec2:${Region}:${Account}:customer-gateway/${CustomerGatewayId};ec2;arn;${Partition};ec2;${Region};${Account};${CustomerGatewayId};ec2:Region,ec2:ResourceTag/${TagKey}
dedicated-host;arn:${Partition}:ec2:${Region}:${Account}:dedicated-host/${HostId};ec2;arn;${Partition};ec2;${Region};${Account};${HostId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:AutoPlacement,ec2:AvailabilityZone,ec2:HostRecovery,ec2:InstanceType,ec2:Quantity,ec2:ResourceTag/${TagKey}
dhcp-options;arn:${Partition}:ec2:${Region}:${Account}:dhcp-options/${DhcpOptionsId};ec2;arn;${Partition};ec2;${Region};${Account};${DhcpOptionsId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
elastic-gpu;arn:${Partition}:ec2:${Region}:${Account}:elasticGpu/${ElasticGpuId};ec2;arn;${Partition};ec2;${Region};${Account};${ElasticGpuId};
fpga-image;arn:${Partition}:ec2:${Region}::fpga-image/${FpgaImageId};ec2;arn;${Partition};ec2;${Region};;${FpgaImageId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Owner,ec2:Public,ec2:Region,ec2:ResourceTag/${TagKey}
image;arn:${Partition}:ec2:${Region}::image/${ImageId};ec2;arn;${Partition};ec2;${Region};;${ImageId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:ImageType,ec2:Owner,ec2:Public,ec2:Region,ec2:ResourceTag/${TagKey},ec2:RootDeviceType
instance;arn:${Partition}:ec2:${Region}:${Account}:instance/${InstanceId};ec2;arn;${Partition};ec2;${Region};${Account};${InstanceId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:AvailabilityZone,ec2:EbsOptimized,ec2:InstanceProfile,ec2:InstanceType,ec2:PlacementGroup,ec2:Region,ec2:ResourceTag/${TagKey},ec2:RootDeviceType,ec2:Tenancy
internet-gateway;arn:${Partition}:ec2:${Region}:${Account}:internet-gateway/${InternetGatewayId};ec2;arn;${Partition};ec2;${Region};${Account};${InternetGatewayId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
key-pair;arn:${Partition}:ec2:${Region}:${Account}:key-pair/${KeyPairName};ec2;arn;${Partition};ec2;${Region};${Account};${KeyPairName};ec2:Region
launch-template;arn:${Partition}:ec2:${Region}:${Account}:launch-template/${LaunchTemplateId};ec2;arn;${Partition};ec2;${Region};${Account};${LaunchTemplateId};ec2:Region,ec2:ResourceTag/${TagKey}
local-gateway;arn:${Partition}:ec2:${Region}:${Account}:local-gateway/${LocalGatewayId};ec2;arn;${Partition};ec2;${Region};${Account};${LocalGatewayId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
local-gateway-route-table;arn:${Partition}:ec2:${Region}:${Account}:local-gateway-route-table/${LocalGatewayRouteTableId};ec2;arn;${Partition};ec2;${Region};${Account};${LocalGatewayRouteTableId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
local-gateway-route-table-virtual-interface-group-association;arn:${Partition}:ec2:${Region}:${Account}:local-gateway-route-table-virtual-interface-group-association/${LocalGatewayRouteTableVirtualInterfaceGroupAssociationId};ec2;arn;${Partition};ec2;${Region};${Account};${LocalGatewayRouteTableVirtualInterfaceGroupAssociationId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
local-gateway-route-table-vpc-association;arn:${Partition}:ec2:${Region}:${Account}:local-gateway-route-table-vpc-association/${LocalGatewayRouteTableVpcAssociationId};ec2;arn;${Partition};ec2;${Region};${Account};${LocalGatewayRouteTableVpcAssociationId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
local-gateway-virtual-interface;arn:${Partition}:ec2:${Region}:${Account}:local-gateway-virtual-interface/${LocalGatewayVirtualInterfaceId};ec2;arn;${Partition};ec2;${Region};${Account};${LocalGatewayVirtualInterfaceId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
local-gateway-virtual-interface-group;arn:${Partition}:ec2:${Region}:${Account}:local-gateway-virtual-interface-group/${LocalGatewayVirtualInterfaceGroupId};ec2;arn;${Partition};ec2;${Region};${Account};${LocalGatewayVirtualInterfaceGroupId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
network-acl;arn:${Partition}:ec2:${Region}:${Account}:network-acl/${NaclId};ec2;arn;${Partition};ec2;${Region};${Account};${NaclId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey},ec2:Vpc
network-interface;arn:${Partition}:ec2:${Region}:${Account}:network-interface/${NetworkInterfaceId};ec2;arn;${Partition};ec2;${Region};${Account};${NetworkInterfaceId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:AuthorizedService,ec2:AvailabilityZone,ec2:Region,ec2:ResourceTag/${TagKey},ec2:Subnet,ec2:Vpc
placement-group;arn:${Partition}:ec2:${Region}:${Account}:placement-group/${PlacementGroupName};ec2;arn;${Partition};ec2;${Region};${Account};${PlacementGroupName};ec2:PlacementGroupStrategy,ec2:Region
reserved-instances;arn:${Partition}:ec2:${Region}:${Account}:reserved-instances/${ReservationId};ec2;arn;${Partition};ec2;${Region};${Account};${ReservationId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:AvailabilityZone,ec2:InstanceType,ec2:Region,ec2:ReservedInstancesOfferingType,ec2:ResourceTag/${TagKey},ec2:Tenancy
route-table;arn:${Partition}:ec2:${Region}:${Account}:route-table/${RouteTableId};ec2;arn;${Partition};ec2;${Region};${Account};${RouteTableId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey},ec2:Vpc
security-group;arn:${Partition}:ec2:${Region}:${Account}:security-group/${SecurityGroupId};ec2;arn;${Partition};ec2;${Region};${Account};${SecurityGroupId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey},ec2:Vpc
snapshot;arn:${Partition}:ec2:${Region}::snapshot/${SnapshotId};ec2;arn;${Partition};ec2;${Region};;${SnapshotId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Owner,ec2:ParentVolume,ec2:Region,ec2:ResourceTag/${TagKey},ec2:SnapshotTime,ec2:VolumeSize
spot-instance-request;arn:${Partition}:ec2:${Region}::spot-instances-request/${SpotInstanceRequestId};ec2;arn;${Partition};ec2;${Region};;${SpotInstanceRequestId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
subnet;arn:${Partition}:ec2:${Region}:${Account}:subnet/${SubnetId};ec2;arn;${Partition};ec2;${Region};${Account};${SubnetId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:AvailabilityZone,ec2:Region,ec2:ResourceTag/${TagKey},ec2:Vpc
traffic-mirror-session;arn:${Partition}:ec2:${Region}:${Account}:traffic-mirror-session/${TrafficMirrorSessionId};ec2;arn;${Partition};ec2;${Region};${Account};${TrafficMirrorSessionId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
traffic-mirror-target;arn:${Partition}:ec2:${Region}:${Account}:traffic-mirror-target/${TrafficMirrorTargetId};ec2;arn;${Partition};ec2;${Region};${Account};${TrafficMirrorTargetId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
traffic-mirror-filter;arn:${Partition}:ec2:${Region}:${Account}:traffic-mirror-filter/${TrafficMirrorFilterId};ec2;arn;${Partition};ec2;${Region};${Account};${TrafficMirrorFilterId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
traffic-mirror-filter-rule;arn:${Partition}:ec2:${Region}:${Account}:traffic-mirror-filter-rule/${TrafficMirrorFilterRuleId};ec2;arn;${Partition};ec2;${Region};${Account};${TrafficMirrorFilterRuleId};ec2:Region
transit-gateway-attachment;arn:${Partition}:ec2:${Region}:${Account}:transit-gateway-attachment/${TransitGatewayAttachmentId};ec2;arn;${Partition};ec2;${Region};${Account};${TransitGatewayAttachmentId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
transit-gateway-multicast-domain;arn:${Partition}:ec2:${Region}:${Account}:transit-gateway-multicast-domain/${TransitGatewayMulticastDomainId};ec2;arn;${Partition};ec2;${Region};${Account};${TransitGatewayMulticastDomainId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
transit-gateway-route-table;arn:${Partition}:ec2:${Region}:${Account}:transit-gateway-route-table/${TransitGatewayRouteTableId};ec2;arn;${Partition};ec2;${Region};${Account};${TransitGatewayRouteTableId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
transit-gateway;arn:${Partition}:ec2:${Region}:${Account}:transit-gateway/${TransitGatewayId};ec2;arn;${Partition};ec2;${Region};${Account};${TransitGatewayId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey}
volume;arn:${Partition}:ec2:${Region}:${Account}:volume/${VolumeId};ec2;arn;${Partition};ec2;${Region};${Account};${VolumeId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:AvailabilityZone,ec2:Encrypted,ec2:ParentSnapshot,ec2:Region,ec2:ResourceTag/${TagKey},ec2:VolumeIops,ec2:VolumeSize,ec2:VolumeType
vpc;arn:${Partition}:ec2:${Region}:${Account}:vpc/${VpcId};ec2;arn;${Partition};ec2;${Region};${Account};${VpcId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey},ec2:Tenancy
vpc-endpoint;arn:${Partition}:ec2:${Region}:${Account}:vpc-endpoint/${VpceId};ec2;arn;${Partition};ec2;${Region};${Account};${VpceId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey},ec2:VpceServiceName,ec2:VpceServiceOwner
vpc-endpoint-service;arn:${Partition}:ec2:${Region}:${Account}:vpc-endpoint-service/${VpceServiceId};ec2;arn;${Partition};ec2;${Region};${Account};${VpceServiceId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:Region,ec2:ResourceTag/${TagKey},ec2:VpceServicePrivateDnsName
vpc-peering-connection;arn:${Partition}:ec2:${Region}:${Account}:vpc-peering-connection/${VpcPeeringConnectionId};ec2;arn;${Partition};ec2;${Region};${Account};${VpcPeeringConnectionId};ec2:AccepterVpc,ec2:Region,ec2:RequesterVpc,ec2:ResourceTag/${TagKey}
vpn-connection;arn:${Partition}:ec2:${Region}:${Account}:vpn-connection/${VpnConnectionId};ec2;arn;${Partition};ec2;${Region};${Account};${VpnConnectionId};aws:RequestTag/${TagKey},aws:TagKeys,ec2:AuthenticationType,ec2:DPDTimeoutSeconds,ec2:GatewayType,ec2:IKEVersions,ec2:InsideTunnelCidr,ec2:Phase1DHGroupNumbers,ec2:Phase1EncryptionAlgorithms,ec2:Phase1IntegrityAlgorithms,ec2:Phase1LifetimeSeconds,ec2:Phase2DHGroupNumbers,ec2:Phase2EncryptionAlgorithms,ec2:Phase2IntegrityAlgorithms,ec2:Phase2LifetimeSeconds,ec2:PresharedKeys,ec2:Region,ec2:RekeyFuzzPercentage,ec2:RekeyMarginTimeSeconds,ec2:ResourceTag/${TagKey},ec2:RoutingType
vpn-gateway;arn:${Partition}:ec2:${Region}:${Account}:vpn-gateway/${VpnGatewayId};ec2;arn;${Partition};ec2;${Region};${Account};${VpnGatewayId};
instance;arn:${Partition}:ec2:${Region}:${Account}:instance/${InstanceId};ec2-instance-connect;arn;${Partition};ec2;${Region};${Account};${InstanceId};
repository;arn:${Partition}:ecr:${Region}:${Account}:repository/${RepositoryName};ecr;arn;${Partition};ecr;${Region};${Account};${RepositoryName};aws:ResourceTag/${TagKey},ecr:ResourceTag/${TagKey}
cluster;arn:${Partition}:ecs:${Region}:${Account}:cluster/${ClusterName};ecs;arn;${Partition};ecs;${Region};${Account};${ClusterName};aws:ResourceTag/${TagKey},ecs:ResourceTag/${TagKey}
container-instance;arn:${Partition}:ecs:${Region}:${Account}:container-instance/${ContainerInstanceId};ecs;arn;${Partition};ecs;${Region};${Account};${ContainerInstanceId};aws:ResourceTag/${TagKey},ecs:ResourceTag/${TagKey}
service;arn:${Partition}:ecs:${Region}:${Account}:service/${ServiceName};ecs;arn;${Partition};ecs;${Region};${Account};${ServiceName};aws:ResourceTag/${TagKey},ecs:ResourceTag/${TagKey}
task;arn:${Partition}:ecs:${Region}:${Account}:task/${TaskId};ecs;arn;${Partition};ecs;${Region};${Account};${TaskId};aws:ResourceTag/${TagKey},ecs:ResourceTag/${TagKey}
task-definition;arn:${Partition}:ecs:${Region}:${Account}:task-definition/${TaskDefinitionFamilyName}:${TaskDefinitionRevisionNumber};ecs;arn;${Partition};ecs;${Region};${Account};${TaskDefinitionFamilyName}:${TaskDefinitionRevisionNumber};aws:ResourceTag/${TagKey},ecs:ResourceTag/${TagKey}
task-set;arn:${Partition}:ecs:${region}:${Account}:task-set/${ClusterName}/${ServiceName}/${TaskSetId};ecs;arn;${Partition};ecs;${region};${Account};${ClusterName}/${ServiceName}/${TaskSetId};aws:ResourceTag/${TagKey},ecs:ResourceTag/${TagKey}
cluster;arn:${Partition}:eks:${Region}:${Account}:cluster/${ClusterName};eks;arn;${Partition};eks;${Region};${Account};${ClusterName};aws:ResourceTag/${TagKey}
nodegroup;arn:${Partition}:eks:${Region}:${Account}:nodegroup/${ClusterName}/${NodegroupName}/${UUID};eks;arn;${Partition};eks;${Region};${Account};${ClusterName}/${NodegroupName}/${UUID};aws:ResourceTag/${TagKey}
fargateprofile;arn:${Partition}:eks:${Region}:${Account}:fargateprofile/${ClusterName}/${FargateProfileName}/${UUID};eks;arn;${Partition};eks;${Region};${Account};${ClusterName}/${FargateProfileName}/${UUID};aws:ResourceTag/${TagKey}
accelerator;arn:${Partition}:elastic-inference:${Region}:${Account}:elastic-inference-accelerator/${AcceleratorId};elastic-inference;arn;${Partition};elastic-inference;${Region};${Account};${AcceleratorId};
application;arn:${Partition}:elasticbeanstalk:${Region}:${Account}:application/${ApplicationName};elasticbeanstalk;arn;${Partition};elasticbeanstalk;${Region};${Account};${ApplicationName};aws:ResourceTag/${TagKey}
applicationversion;arn:${Partition}:elasticbeanstalk:${Region}:${Account}:applicationversion/${ApplicationName}/${VersionLabel};elasticbeanstalk;arn;${Partition};elasticbeanstalk;${Region};${Account};${ApplicationName}/${VersionLabel};aws:ResourceTag/${TagKey},elasticbeanstalk:InApplication
configurationtemplate;arn:${Partition}:elasticbeanstalk:${Region}:${Account}:configurationtemplate/${ApplicationName}/${TemplateName};elasticbeanstalk;arn;${Partition};elasticbeanstalk;${Region};${Account};${ApplicationName}/${TemplateName};aws:ResourceTag/${TagKey},elasticbeanstalk:InApplication
environment;arn:${Partition}:elasticbeanstalk:${Region}:${Account}:environment/${ApplicationName}/${EnvironmentName};elasticbeanstalk;arn;${Partition};elasticbeanstalk;${Region};${Account};${ApplicationName}/${EnvironmentName};aws:ResourceTag/${TagKey},elasticbeanstalk:InApplication
solutionstack;arn:${Partition}:elasticbeanstalk:${Region}::solutionstack/${SolutionStackName};elasticbeanstalk;arn;${Partition};elasticbeanstalk;${Region};;${SolutionStackName};
platform;arn:${Partition}:elasticbeanstalk:${Region}::platform/${PlatformNameWithVersion};elasticbeanstalk;arn;${Partition};elasticbeanstalk;${Region};;${PlatformNameWithVersion};
file-system;arn:${Partition}:elasticfilesystem:${Region}:${Account}:file-system/${FileSystemId};elasticfilesystem;arn;${Partition};elasticfilesystem;${Region};${Account};${FileSystemId};aws:ResourceTag/${TagKey}
access-point;arn:${Partition}:elasticfilesystem:${Region}:${Account}:access-point/${AccessPointId};elasticfilesystem;arn;${Partition};elasticfilesystem;${Region};${Account};${AccessPointId};aws:ResourceTag/${TagKey}
listener;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:listener/${LoadBalancerName}/${LoadBalancerId}/${ListenerId};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};${LoadBalancerName}/${LoadBalancerId}/${ListenerId};
loadbalancer;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:loadbalancer/${LoadBalancerName};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};${LoadBalancerName};aws:RequestTag/tag-key,aws:TagKeys,elasticloadbalancing:ResourceTag/tag-key
listener/app;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:listener/app/${LoadBalancerName}/${LoadBalancerId}/${ListenerId};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};app/${LoadBalancerName}/${LoadBalancerId}/${ListenerId};
listener-rule/app;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:listener-rule/app/${LoadBalancerName}/${LoadBalancerId}/${ListenerId}/${ListenerRuleId};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};app/${LoadBalancerName}/${LoadBalancerId}/${ListenerId}/${ListenerRuleId};
listener/net;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:listener/net/${LoadBalancerName}/${LoadBalancerId}/${ListenerId};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};net/${LoadBalancerName}/${LoadBalancerId}/${ListenerId};
listener-rule/net;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:listener-rule/net/${LoadBalancerName}/${LoadBalancerId}/${ListenerId}/${ListenerRuleId};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};net/${LoadBalancerName}/${LoadBalancerId}/${ListenerId}/${ListenerRuleId};
loadbalancer/app/;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:loadbalancer/app/${LoadBalancerName}/${LoadBalancerId};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};app/${LoadBalancerName}/${LoadBalancerId};aws:RequestTag/tag-key,aws:TagKeys,elasticloadbalancing:ResourceTag/tag-key
loadbalancer/net/;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:loadbalancer/net/${LoadBalancerName}/${LoadBalancerId};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};net/${LoadBalancerName}/${LoadBalancerId};aws:RequestTag/tag-key,aws:TagKeys,elasticloadbalancing:ResourceTag/tag-key
targetgroup;arn:${Partition}:elasticloadbalancing:${Region}:${Account}:targetgroup/${TargetGroupName}/${TargetGroupId};elasticloadbalancing;arn;${Partition};elasticloadbalancing;${Region};${Account};${TargetGroupName}/${TargetGroupId};aws:RequestTag/tag-key,aws:TagKeys,elasticloadbalancing:ResourceTag/tag-key
cluster;arn:${Partition}:elasticmapreduce:${Region}:${Account}:cluster/${ClusterId};elasticmapreduce;arn;${Partition};elasticmapreduce;${Region};${Account};${ClusterId};aws:ResourceTag/${TagKey},elasticmapreduce:ResourceTag/${TagKey}
editor;arn:${Partition}:elasticmapreduce:${Region}:${Account}:editor/${EditorId};elasticmapreduce;arn;${Partition};elasticmapreduce;${Region};${Account};${EditorId};aws:ResourceTag/${TagKey},elasticmapreduce:ResourceTag/${TagKey}
job;arn:${Partition}:elastictranscoder:${Region}:${Account}:job/${JobId};elastictranscoder;arn;${Partition};elastictranscoder;${Region};${Account};${JobId};
pipeline;arn:${Partition}:elastictranscoder:${Region}:${Account}:pipeline/${PipelineId};elastictranscoder;arn;${Partition};elastictranscoder;${Region};${Account};${PipelineId};
preset;arn:${Partition}:elastictranscoder:${Region}:${Account}:preset/${PresetId};elastictranscoder;arn;${Partition};elastictranscoder;${Region};${Account};${PresetId};
domain;arn:${Partition}:es:${Region}:${Account}:domain/${DomainName};es;arn;${Partition};es;${Region};${Account};${DomainName};
event-source;arn:${Partition}:events:${Region}::event-source/${EventSourceName};events;arn;${Partition};events;${Region};;${EventSourceName};
event-bus;arn:${Partition}:events:${Region}:${Account}:event-bus/${EventBusName};events;arn;${Partition};events;${Region};${Account};${EventBusName};aws:ResourceTag/${TagKey}
rule;arn:${Partition}:events:${Region}:${Account}:rule/[${EventBusName}/]${RuleName};events;arn;${Partition};events;${Region};${Account};[${EventBusName}/]${RuleName};aws:ResourceTag/${TagKey}
execute-api-general;arn:${Partition}:execute-api:${Region}:${Account}:${ApiId}/${Stage}/${Method}/${ApiSpecificResourcePath};execute-api;arn;${Partition};execute-api;${Region};${Account};${Stage}/${Method}/${ApiSpecificResourcePath};
deliverystream;arn:${Partition}:firehose:${Region}:${Account}:deliverystream/${DeliveryStreamName};firehose;arn;${Partition};firehose;${Region};${Account};${DeliveryStreamName};aws:ResourceTag/${TagKey}
policy;arn:${Partition}:fms:${Region}:${Account}:policy/${Id};fms;arn;${Partition};fms;${Region};${Account};${Id};aws:ResourceTag/${TagKey}
dataset;arn:${Partition}:forecast:${Region}:${Account}:dataset/${ResourceId};forecast;arn;${Partition};forecast;${Region};${Account};${ResourceId};
datasetGroup;arn:${Partition}:forecast:${Region}:${Account}:dataset-group/${ResourceId};forecast;arn;${Partition};forecast;${Region};${Account};${ResourceId};
datasetImportJob;arn:${Partition}:forecast:${Region}:${Account}:dataset-import-job/${ResourceId};forecast;arn;${Partition};forecast;${Region};${Account};${ResourceId};
algorithm;arn:${Partition}:forecast:::algorithm/${ResourceId};forecast;arn;${Partition};forecast;;;${ResourceId};
predictor;arn:${Partition}:forecast:${Region}:${Account}:predictor/${ResourceId};forecast;arn;${Partition};forecast;${Region};${Account};${ResourceId};
forecast;arn:${Partition}:forecast:${Region}:${Account}:forecast/${ResourceId};forecast;arn;${Partition};forecast;${Region};${Account};${ResourceId};
forecastExport;arn:${Partition}:forecast:${Region}:${Account}:forecast-export-job/${ResourceId};forecast;arn;${Partition};forecast;${Region};${Account};${ResourceId};
configuration;arn:${Partition}:freertos:${Region}:${Account}:configuration/${configurationName};freertos;arn;${Partition};freertos;${Region};${Account};${configurationName};aws:ResourceTag/${TagKey}
file-system;arn:${Partition}:fsx:${Region}:${Account}:file-system/*;fsx;arn;${Partition};fsx;${Region};${Account};*;aws:ResourceTag/${TagKey}
backup;arn:${Partition}:fsx:${Region}:${Account}:backup/*;fsx;arn;${Partition};fsx;${Region};${Account};*;aws:ResourceTag/${TagKey}
task;arn:${Partition}:fsx:${Region}:${Account}:task/*;fsx;arn;${Partition};fsx;${Region};${Account};*;aws:ResourceTag/${TagKey}
alias;arn:${Partition}:gamelift:${Region}::alias/${AliasId};gamelift;arn;${Partition};gamelift;${Region};;${AliasId};aws:ResourceTag/${TagKey}
build;arn:${Partition}:gamelift:${Region}:${AccountId}:build/${BuildId};gamelift;arn;${Partition};gamelift;${Region};${AccountId};${BuildId};aws:ResourceTag/${TagKey}
